year,region,population,fertility_rate,mortality_rate,migration_net,urbanization_rate,gdp_contribution,employment_agriculture,employment_industry,employment_services,age_0_14,age_15_64,age_65_plus,risk_score,category,indicator_name,value,unit
2020,Salamat,676167,5.67,11.514815168639453,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.4652371856758116,population,Regional Population,676167,Habitants
2020,Kanem,658425,5.85,11.71308850048808,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.5468551481266224,population,Regional Population,658425,Habitants
2020,Barh El Gazel,688369,6.46,11.90463499959778,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.5969175632993345,population,Regional Population,688369,Habitants
2020,Lac,643818,6.01,12.717927924313138,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.5354248089630018,population,Regional Population,643818,Habitants
2020,Wadi Fira,654712,5.71,11.594810436546918,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.38346250926150527,population,Regional Population,654712,Habitants
2020,Borkou,625255,5.81,11.4289749691741,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.5008382018511867,population,Regional Population,625255,Habitants
2020,Ennedi,676562,6.07,11.390510029344899,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.38321347031073305,population,Regional Population,676562,Habitants
2020,Tibesti,639889,6.17,12.07009403058638,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.5174220696215723,population,Regional Population,639889,Habitants
2020,Sila,636773,5.98,12.167579707524922,500,20.0,436,80.0,5.0,15.0,48.0,49.0,3.0,0.41707120011755766,population,Regional Population,636773,Habitants
2021,National,16686000,5.95,12.0,10000,23.5,12300,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,16686000,Habitants
2021,N'Djamena,2591340,6.28,11.096263294110717,5000,85.0,671,10.0,25.0,65.0,48.0,49.0,3.0,0.524496611134102,population,Regional Population,2591340,Habitants
2021,Logone Occidental,644685,6.07,11.99743590617487,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.4215038718176688,population,Regional Population,644685,Habitants
2021,Logone Oriental,684940,6.17,12.659045123792746,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.50572311631018,population,Regional Population,684940,Habitants
2021,Mayo-Kebbi Est,669958,6.5,12.095721544788596,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.3614073271479159,population,Regional Population,669958,Habitants
2021,Mayo-Kebbi Ouest,673108,5.55,12.887188263938473,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.310851751190501,population,Regional Population,673108,Habitants
2021,Chari-Baguirmi,690972,6.39,12.855469417501888,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.47499201252252876,population,Regional Population,690972,Habitants
2021,Hadjer-Lamis,658922,5.92,12.207078082910463,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.5965722147729737,population,Regional Population,658922,Habitants
2021,Moyen-Chari,680486,5.69,11.13037769056565,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.5175491195694365,population,Regional Population,680486,Habitants
2021,Mandoul,686759,5.66,12.611393509930375,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.33100286717149346,population,Regional Population,686759,Habitants
2021,Tandjilé,670297,5.57,12.225791482436387,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.4184390534313742,population,Regional Population,670297,Habitants
2021,Ouaddaï,674398,5.85,11.382896730335545,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.5061221366701576,population,Regional Population,674398,Habitants
2021,Guéra,697214,5.75,11.08266840811782,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.48948266636428567,population,Regional Population,697214,Habitants
2021,Batha,683211,5.75,12.702322751994336,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.40014557724314465,population,Regional Population,683211,Habitants
2021,Salamat,702623,6.13,12.071548757987998,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.4413485303218121,population,Regional Population,702623,Habitants
2021,Kanem,662196,6.21,11.163384902983758,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.5303682512087738,population,Regional Population,662196,Habitants
2021,Barh El Gazel,682902,5.82,12.058106048158765,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.4766271000326042,population,Regional Population,682902,Habitants
2021,Lac,690459,5.63,11.631497158218275,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.5498257194460716,population,Regional Population,690459,Habitants
2021,Wadi Fira,671602,6.25,12.860338655260655,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.5946667898159386,population,Regional Population,671602,Habitants
2021,Borkou,698846,5.71,11.915695382835494,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.5150576334609124,population,Regional Population,698846,Habitants
2021,Ennedi,641848,6.3,12.310853616218726,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.585847850758795,population,Regional Population,641848,Habitants
2021,Tibesti,653044,6.19,12.810142856919008,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.35254824943399243,population,Regional Population,653044,Habitants
2021,Sila,676266,6.29,12.645556696592724,500,20.0,447,80.0,5.0,15.0,48.0,49.0,3.0,0.3918486443975475,population,Regional Population,676266,Habitants
2022,National,17186580,5.9,12.0,10000,24.0,12607,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,17186580,Habitants
2022,N'Djamena,2574641,5.92,12.581052681965186,5000,85.0,688,10.0,25.0,65.0,48.0,49.0,3.0,0.31528455052095633,population,Regional Population,2574641,Habitants
2022,Logone Occidental,723423,6.29,12.210532930172228,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.4539695452418373,population,Regional Population,723423,Habitants
2022,Logone Oriental,687347,5.74,12.789092629456267,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.31296434007279234,population,Regional Population,687347,Habitants
2022,Mayo-Kebbi Est,672134,5.58,12.593512341434995,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5782100713858878,population,Regional Population,672134,Habitants
2022,Mayo-Kebbi Ouest,718319,6.2,12.085582244921078,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5863117759605592,population,Regional Population,718319,Habitants
2022,Chari-Baguirmi,672498,5.95,11.91798813006475,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5585852567170279,population,Regional Population,672498,Habitants
2022,Hadjer-Lamis,664390,5.9,12.357403582737296,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5656109337004364,population,Regional Population,664390,Habitants
2022,Moyen-Chari,701170,6.35,12.365371519998916,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.3311393113464674,population,Regional Population,701170,Habitants
2022,Mandoul,667154,6.23,12.628737631523732,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5441586797389572,population,Regional Population,667154,Habitants
2022,Tandjilé,700094,5.95,11.48759018791024,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5546257323846111,population,Regional Population,700094,Habitants
2022,Ouaddaï,730272,5.79,12.843793854465542,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.539657262253792,population,Regional Population,730272,Habitants
2022,Guéra,692023,5.95,11.663928281156581,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.49028543699882576,population,Regional Population,692023,Habitants
2022,Batha,710638,6.21,11.549757882156454,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.37132186709314374,population,Regional Population,710638,Habitants
2022,Salamat,727036,5.68,12.704284236129855,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.35299954428787617,population,Regional Population,727036,Habitants
2022,Kanem,701072,6.39,12.143267401175923,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5037322490465168,population,Regional Population,701072,Habitants
2022,Barh El Gazel,675005,6.4,11.155057194610073,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5413595832378517,population,Regional Population,675005,Habitants
2022,Lac,729602,6.34,12.470945966761036,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.33422882905851314,population,Regional Population,729602,Habitants
2022,Wadi Fira,727095,6.26,12.005960052781598,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.4730653097147862,population,Regional Population,727095,Habitants
2022,Borkou,695724,5.97,11.576027340762973,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5128208532724314,population,Regional Population,695724,Habitants
2022,Ennedi,684405,5.71,12.052291422982691,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.3628594477318393,population,Regional Population,684405,Habitants
2022,Tibesti,721343,5.65,12.271305352190744,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.42164389191711293,population,Regional Population,721343,Habitants
2022,Sila,705713,5.85,12.333612382762686,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.43757985788069076,population,Regional Population,705713,Habitants
2023,National,17702177,5.85,12.0,10000,24.5,12923,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,17702177,Habitants
2023,N'Djamena,2534803,6.33,11.275288100428625,5000,85.0,705,10.0,25.0,65.0,48.0,49.0,3.0,0.5143081316757877,population,Regional Population,2534803,Habitants
2023,Logone Occidental,711244,6.16,11.239669971805549,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5371742064367877,population,Regional Population,711244,Habitants
2023,Logone Oriental,721272,5.72,12.288665978212647,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.4371034624781737,population,Regional Population,721272,Habitants
2023,Mayo-Kebbi Est,687221,6.43,12.96765660903458,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3800351787030253,population,Regional Population,687221,Habitants
2023,Mayo-Kebbi Ouest,730591,6.16,12.799558630176593,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.523039432790926,population,Regional Population,730591,Habitants
2023,Chari-Baguirmi,744963,6.47,12.196022883710015,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.400384391876878,population,Regional Population,744963,Habitants
2023,Hadjer-Lamis,738799,6.49,12.53998607401703,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3741256763816188,population,Regional Population,738799,Habitants
2023,Moyen-Chari,722522,6.23,11.296349046147297,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.34513673562267944,population,Regional Population,722522,Habitants
2023,Mandoul,748086,5.72,12.231822567384386,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3346396106762644,population,Regional Population,748086,Habitants
2023,Tandjilé,721562,6.28,12.798236259549734,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.4112468905415839,population,Regional Population,721562,Habitants
2023,Ouaddaï,749228,5.55,11.60628086858802,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5539898628249986,population,Regional Population,749228,Habitants
2023,Guéra,733259,5.53,12.083272480270782,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.38783145214007947,population,Regional Population,733259,Habitants
2023,Batha,715510,6.04,12.460912946377949,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5220980703297367,population,Regional Population,715510,Habitants
2023,Salamat,741623,5.6,12.44657099680533,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.30538622477643995,population,Regional Population,741623,Habitants
2023,Kanem,722865,6.44,11.061503166335376,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3775574375875209,population,Regional Population,722865,Habitants
2023,Barh El Gazel,694042,5.6,12.921478597114152,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3440724337718973,population,Regional Population,694042,Habitants
2023,Lac,694134,5.84,11.257626643228717,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.32003839927746314,population,Regional Population,694134,Habitants
2023,Wadi Fira,704088,6.04,12.440756561066507,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3957794294606199,population,Regional Population,704088,Habitants
2023,Borkou,720543,6.33,11.226476296474075,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5156001561568071,population,Regional Population,720543,Habitants
2023,Ennedi,694656,6.15,11.425319037178399,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5834926042448965,population,Regional Population,694656,Habitants
2023,Tibesti,746692,6.3,12.127772863491048,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5346999044020563,population,Regional Population,746692,Habitants
2023,Sila,700160,5.93,12.005557231115109,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.586029629987679,population,Regional Population,700160,Habitants
2024,National,18233243,5.8,12.0,10000,25.0,13246,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,18233243,Habitants
2024,N'Djamena,2609229,5.69,12.685049104552522,5000,85.0,722,10.0,25.0,65.0,48.0,49.0,3.0,0.41150937271986565,population,Regional Population,2609229,Habitants
2024,Logone Occidental,745417,6.5,12.636418515559726,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4496255285715228,population,Regional Population,745417,Habitants
2024,Logone Oriental,746208,5.51,12.957775431301377,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3558411573702657,population,Regional Population,746208,Habitants
2024,Mayo-Kebbi Est,752645,6.38,12.830071204262781,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.35789799323404037,population,Regional Population,752645,Habitants
2024,Mayo-Kebbi Ouest,772042,6.07,11.21993895298663,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5504108574930697,population,Regional Population,772042,Habitants
2024,Chari-Baguirmi,755380,6.28,11.804320431040734,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4677832811699055,population,Regional Population,755380,Habitants
2024,Hadjer-Lamis,745883,6.03,11.368814121155301,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.30863449046432045,population,Regional Population,745883,Habitants
2024,Moyen-Chari,749822,6.02,11.756752233893906,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.36146080927678004,population,Regional Population,749822,Habitants
2024,Mandoul,761735,6.11,11.006598021790497,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5131158117679209,population,Regional Population,761735,Habitants
2024,Tandjilé,709527,6.2,12.324606663829522,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4042310311096921,population,Regional Population,709527,Habitants
2024,Ouaddaï,750608,6.32,12.917791759071715,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5673035896074214,population,Regional Population,750608,Habitants
2024,Guéra,740878,6.41,11.082306344286893,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5978966386366412,population,Regional Population,740878,Habitants
2024,Batha,751342,5.65,11.100214236946973,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.34654681544709237,population,Regional Population,751342,Habitants
2024,Salamat,773994,5.57,12.12189136887102,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3391935521857817,population,Regional Population,773994,Habitants
2024,Kanem,739328,6.42,12.720358850596682,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5792787993725093,population,Regional Population,739328,Habitants
2024,Barh El Gazel,730888,6.1,11.821312856784582,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3140131139505195,population,Regional Population,730888,Habitants
2024,Lac,760856,5.99,11.041275263942707,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4416353628102177,population,Regional Population,760856,Habitants
2024,Wadi Fira,739925,6.22,12.855401014630491,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3642000113712356,population,Regional Population,739925,Habitants
2024,Borkou,732460,5.67,11.105881771769191,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3986179616676552,population,Regional Population,732460,Habitants
2024,Ennedi,767684,5.69,11.185374889574222,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5152634955372462,population,Regional Population,767684,Habitants
2024,Tibesti,718890,6.27,11.980607706492455,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4443544525670028,population,Regional Population,718890,Habitants
2024,Sila,761374,6.45,11.136932866866486,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.35199242281857573,population,Regional Population,761374,Habitants
2025,National,18780240,5.75,12.0,10000,25.5,13577,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,18780240,Habitants
2025,N'Djamena,2738278,6.2,12.86910806147128,5000,85.0,741,10.0,25.0,65.0,48.0,49.0,3.0,0.5777908422613169,population,Regional Population,2738278,Habitants
2025,Logone Occidental,725007,5.86,12.405487046430146,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.46319609602067635,population,Regional Population,725007,Habitants
2025,Logone Oriental,760737,6.05,11.63523300144084,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4054157657216167,population,Regional Population,760737,Habitants
2025,Mayo-Kebbi Est,740714,5.62,11.552261579043396,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3641852480506163,population,Regional Population,740714,Habitants
2025,Mayo-Kebbi Ouest,734713,5.84,12.2032482437754,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4349442303786803,population,Regional Population,734713,Habitants
2025,Chari-Baguirmi,748783,6.32,11.274324575887265,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.49030440122701335,population,Regional Population,748783,Habitants
2025,Hadjer-Lamis,760621,5.66,12.563951694165679,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.42075171573513337,population,Regional Population,760621,Habitants
2025,Moyen-Chari,730649,6.31,11.451683233641042,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4466318323536479,population,Regional Population,730649,Habitants
2025,Mandoul,784609,5.74,11.398213729208898,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3032417837192358,population,Regional Population,784609,Habitants
2025,Tandjilé,750302,5.6,11.44589826895853,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.49583652534985306,population,Regional Population,750302,Habitants
2025,Ouaddaï,746411,6.41,12.44548383725258,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.44626575707295424,population,Regional Population,746411,Habitants
2025,Guéra,762816,6.19,12.77364579204504,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.36853633088744725,population,Regional Population,762816,Habitants
2025,Batha,772713,6.19,11.280279654476615,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.43072984289080096,population,Regional Population,772713,Habitants
2025,Salamat,774656,5.61,11.856861496888477,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4013998871920136,population,Regional Population,774656,Habitants
2025,Kanem,786950,6.29,11.246264357795756,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.46852500926381246,population,Regional Population,786950,Habitants
2025,Barh El Gazel,760433,6.03,11.714841924090567,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.5758739627573759,population,Regional Population,760433,Habitants
2025,Lac,779308,6.46,11.80569610911093,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.5683616472876323,population,Regional Population,779308,Habitants
2025,Wadi Fira,737079,5.91,11.933376073148446,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4911151499498111,population,Regional Population,737079,Habitants
2025,Borkou,775677,5.62,12.048411034846897,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3097035471808154,population,Regional Population,775677,Habitants
2025,Ennedi,726974,5.9,12.17941005931282,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.33363525988311754,population,Regional Population,726974,Habitants
2025,Tibesti,736540,5.66,12.803680500886967,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.46844647583770777,population,Regional Population,736540,Habitants
2025,Sila,792104,6.34,12.968696480076744,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.5877833126600311,population,Regional Population,792104,Habitants
2026,National,19343647,5.7,12.0,10000,26.0,13916,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,19343647,Habitants
2026,N'Djamena,3041123,6.07,11.773703480518133,5000,85.0,759,10.0,25.0,65.0,48.0,49.0,3.0,0.38671830434872323,population,Regional Population,3041123,Habitants
2026,Logone Occidental,782830,5.58,12.661096033984627,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.41081291770571027,population,Regional Population,782830,Habitants
2026,Logone Oriental,803976,6.24,11.719181252845448,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3788502263137181,population,Regional Population,803976,Habitants
2026,Mayo-Kebbi Est,777891,5.65,11.255872884951925,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.332419858245054,population,Regional Population,777891,Habitants
2026,Mayo-Kebbi Ouest,808428,5.74,11.585685866398114,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.36397113258087516,population,Regional Population,808428,Habitants
2026,Chari-Baguirmi,816744,6.21,12.669962291190862,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3655941348661672,population,Regional Population,816744,Habitants
2026,Hadjer-Lamis,814932,6.45,11.626643800293191,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5077714688870276,population,Regional Population,814932,Habitants
2026,Moyen-Chari,756761,5.55,11.33469594622764,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.37730679652399085,population,Regional Population,756761,Habitants
2026,Mandoul,744234,6.48,11.751230466776146,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4291699429945497,population,Regional Population,744234,Habitants
2026,Tandjilé,773524,6.44,12.742298142920204,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3714044492684592,population,Regional Population,773524,Habitants
2026,Ouaddaï,819770,5.76,12.541154706756064,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3866512032008004,population,Regional Population,819770,Habitants
2026,Guéra,790839,6.15,12.157890598288153,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4836774502325446,population,Regional Population,790839,Habitants
2026,Batha,817007,6.17,11.379055595261491,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5141262013562564,population,Regional Population,817007,Habitants
2026,Salamat,783798,6.23,12.190702608216213,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5397250893575827,population,Regional Population,783798,Habitants
2026,Kanem,746885,5.7,12.26214149694656,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.536905956807977,population,Regional Population,746885,Habitants
2026,Barh El Gazel,810245,6.39,12.35748428671527,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3876118138197082,population,Regional Population,810245,Habitants
2026,Lac,771734,5.64,11.315472475303368,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5269360708562513,population,Regional Population,771734,Habitants
2026,Wadi Fira,769697,6.49,12.373938193086047,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4925606820440971,population,Regional Population,769697,Habitants
2026,Borkou,820883,6.36,12.86900510199948,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5020540417176431,population,Regional Population,820883,Habitants
2026,Ennedi,789703,6.12,12.471316277304048,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.42983236805798314,population,Regional Population,789703,Habitants
2026,Tibesti,805280,6.0,12.701324741727992,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5380018057148019,population,Regional Population,805280,Habitants
2026,Sila,791477,6.17,12.25552734023628,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5047072223698311,population,Regional Population,791477,Habitants
2027,National,19923957,5.65,12.0,10000,26.5,14264,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,19923957,Habitants
2027,N'Djamena,2879472,5.91,11.752468629025438,5000,85.0,778,10.0,25.0,65.0,48.0,49.0,3.0,0.4611602977894368,population,Regional Population,2879472,Habitants
2027,Logone Occidental,808420,6.11,11.965471825215529,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.42569077067750294,population,Regional Population,808420,Habitants
2027,Logone Oriental,779600,6.26,12.702497532075077,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.492881539805426,population,Regional Population,779600,Habitants
2027,Mayo-Kebbi Est,798014,6.23,12.402250584064252,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.3104896515322132,population,Regional Population,798014,Habitants
2027,Mayo-Kebbi Ouest,823655,6.27,12.136041453547113,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.45071405866882136,population,Regional Population,823655,Habitants
2027,Chari-Baguirmi,819140,6.24,11.073150021785732,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.36395026851350065,population,Regional Population,819140,Habitants
