year,region,population,fertility_rate,mortality_rate,migration_net,urbanization_rate,gdp_contribution,employment_agriculture,employment_industry,employment_services,age_0_14,age_15_64,age_65_plus,risk_score,category,indicator_name,value,unit
2022,Ouaddaï,730272,5.79,12.843793854465542,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.539657262253792,population,Regional Population,730272,Habitants
2022,Guéra,692023,5.95,11.66392828115658,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.4902854369988257,population,Regional Population,692023,Habitants
2022,Batha,710638,6.21,11.549757882156454,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.3713218670931437,population,Regional Population,710638,Habitants
2022,Salamat,727036,5.68,12.704284236129856,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.3529995442878761,population,Regional Population,727036,Habitants
2022,Kanem,701072,6.39,12.143267401175924,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5037322490465168,population,Regional Population,701072,Habitants
2022,Barh El Gazel,675005,6.4,11.155057194610071,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5413595832378517,population,Regional Population,675005,Habitants
2022,Lac,729602,6.34,12.470945966761036,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.3342288290585131,population,Regional Population,729602,Habitants
2022,Wadi Fira,727095,6.26,12.005960052781598,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.4730653097147862,population,Regional Population,727095,Habitants
2022,Borkou,695724,5.97,11.576027340762971,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.5128208532724314,population,Regional Population,695724,Habitants
2022,Ennedi,684405,5.71,12.052291422982693,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.3628594477318393,population,Regional Population,684405,Habitants
2022,Tibesti,721343,5.65,12.271305352190744,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.4216438919171129,population,Regional Population,721343,Habitants
2022,Sila,705713,5.85,12.333612382762686,500,20.0,458,80.0,5.0,15.0,48.0,49.0,3.0,0.4375798578806907,population,Regional Population,705713,Habitants
2023,National,17702177,5.85,12.0,10000,24.5,12923,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,17702177,Habitants
2023,N'Djamena,2534803,6.33,11.275288100428623,5000,85.0,705,10.0,25.0,65.0,48.0,49.0,3.0,0.5143081316757877,population,Regional Population,2534803,Habitants
2023,Logone Occidental,711244,6.16,11.239669971805547,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5371742064367877,population,Regional Population,711244,Habitants
2023,Logone Oriental,721272,5.72,12.288665978212649,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.4371034624781737,population,Regional Population,721272,Habitants
2023,Mayo-Kebbi Est,687221,6.43,12.96765660903458,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3800351787030253,population,Regional Population,687221,Habitants
2023,Mayo-Kebbi Ouest,730591,6.16,12.799558630176591,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.523039432790926,population,Regional Population,730591,Habitants
2023,Chari-Baguirmi,744963,6.47,12.196022883710016,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.400384391876878,population,Regional Population,744963,Habitants
2023,Hadjer-Lamis,738799,6.49,12.53998607401703,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3741256763816188,population,Regional Population,738799,Habitants
2023,Moyen-Chari,722522,6.23,11.296349046147297,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3451367356226794,population,Regional Population,722522,Habitants
2023,Mandoul,748086,5.72,12.231822567384386,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3346396106762644,population,Regional Population,748086,Habitants
2023,Tandjilé,721562,6.28,12.798236259549734,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.4112468905415839,population,Regional Population,721562,Habitants
2023,Ouaddaï,749228,5.55,11.60628086858802,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5539898628249986,population,Regional Population,749228,Habitants
2023,Guéra,733259,5.53,12.083272480270782,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3878314521400794,population,Regional Population,733259,Habitants
2023,Batha,715510,6.04,12.460912946377949,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5220980703297367,population,Regional Population,715510,Habitants
2023,Salamat,741623,5.6,12.44657099680533,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3053862247764399,population,Regional Population,741623,Habitants
2023,Kanem,722865,6.44,11.061503166335376,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3775574375875209,population,Regional Population,722865,Habitants
2023,Barh El Gazel,694042,5.6,12.921478597114152,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3440724337718973,population,Regional Population,694042,Habitants
2023,Lac,694134,5.84,11.257626643228717,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3200383992774631,population,Regional Population,694134,Habitants
2023,Wadi Fira,704088,6.04,12.440756561066507,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.3957794294606199,population,Regional Population,704088,Habitants
2023,Borkou,720543,6.33,11.226476296474075,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5156001561568071,population,Regional Population,720543,Habitants
2023,Ennedi,694656,6.15,11.4253190371784,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5834926042448965,population,Regional Population,694656,Habitants
2023,Tibesti,746692,6.3,12.127772863491048,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.5346999044020563,population,Regional Population,746692,Habitants
2023,Sila,700160,5.93,12.005557231115109,500,20.0,470,80.0,5.0,15.0,48.0,49.0,3.0,0.586029629987679,population,Regional Population,700160,Habitants
2024,National,18233243,5.8,12.0,10000,25.0,13246,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,18233243,Habitants
2024,N'Djamena,2609229,5.69,12.685049104552522,5000,85.0,722,10.0,25.0,65.0,48.0,49.0,3.0,0.4115093727198656,population,Regional Population,2609229,Habitants
2024,Logone Occidental,745417,6.5,12.636418515559726,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4496255285715228,population,Regional Population,745417,Habitants
2024,Logone Oriental,746208,5.51,12.957775431301377,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3558411573702657,population,Regional Population,746208,Habitants
2024,Mayo-Kebbi Est,752645,6.38,12.83007120426278,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3578979932340403,population,Regional Population,752645,Habitants
2024,Mayo-Kebbi Ouest,772042,6.07,11.21993895298663,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5504108574930697,population,Regional Population,772042,Habitants
2024,Chari-Baguirmi,755380,6.28,11.804320431040734,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4677832811699055,population,Regional Population,755380,Habitants
2024,Hadjer-Lamis,745883,6.03,11.3688141211553,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3086344904643204,population,Regional Population,745883,Habitants
2024,Moyen-Chari,749822,6.02,11.756752233893906,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.36146080927678,population,Regional Population,749822,Habitants
2024,Mandoul,761735,6.11,11.006598021790497,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5131158117679209,population,Regional Population,761735,Habitants
2024,Tandjilé,709527,6.2,12.324606663829522,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4042310311096921,population,Regional Population,709527,Habitants
2024,Ouaddaï,750608,6.32,12.917791759071717,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5673035896074214,population,Regional Population,750608,Habitants
2024,Guéra,740878,6.41,11.082306344286891,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5978966386366412,population,Regional Population,740878,Habitants
2024,Batha,751342,5.65,11.100214236946972,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3465468154470923,population,Regional Population,751342,Habitants
2024,Salamat,773994,5.57,12.12189136887102,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3391935521857817,population,Regional Population,773994,Habitants
2024,Kanem,739328,6.42,12.720358850596682,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5792787993725093,population,Regional Population,739328,Habitants
2024,Barh El Gazel,730888,6.1,11.821312856784582,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3140131139505195,population,Regional Population,730888,Habitants
2024,Lac,760856,5.99,11.041275263942708,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4416353628102177,population,Regional Population,760856,Habitants
2024,Wadi Fira,739925,6.22,12.855401014630491,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3642000113712356,population,Regional Population,739925,Habitants
2024,Borkou,732460,5.67,11.105881771769193,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3986179616676552,population,Regional Population,732460,Habitants
2024,Ennedi,767684,5.69,11.185374889574222,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.5152634955372462,population,Regional Population,767684,Habitants
2024,Tibesti,718890,6.27,11.980607706492457,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.4443544525670028,population,Regional Population,718890,Habitants
2024,Sila,761374,6.45,11.136932866866486,500,20.0,482,80.0,5.0,15.0,48.0,49.0,3.0,0.3519924228185757,population,Regional Population,761374,Habitants
2025,National,18780240,5.75,12.0,10000,25.5,13577,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,18780240,Habitants
2025,N'Djamena,2738278,6.2,12.86910806147128,5000,85.0,741,10.0,25.0,65.0,48.0,49.0,3.0,0.5777908422613169,population,Regional Population,2738278,Habitants
2025,Logone Occidental,725007,5.86,12.405487046430146,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4631960960206763,population,Regional Population,725007,Habitants
2025,Logone Oriental,760737,6.05,11.63523300144084,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4054157657216167,population,Regional Population,760737,Habitants
2025,Mayo-Kebbi Est,740714,5.62,11.552261579043396,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3641852480506163,population,Regional Population,740714,Habitants
2025,Mayo-Kebbi Ouest,734713,5.84,12.2032482437754,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4349442303786803,population,Regional Population,734713,Habitants
2025,Chari-Baguirmi,748783,6.32,11.274324575887263,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4903044012270133,population,Regional Population,748783,Habitants
2025,Hadjer-Lamis,760621,5.66,12.56395169416568,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4207517157351333,population,Regional Population,760621,Habitants
2025,Moyen-Chari,730649,6.31,11.451683233641042,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4466318323536479,population,Regional Population,730649,Habitants
2025,Mandoul,784609,5.74,11.398213729208898,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3032417837192358,population,Regional Population,784609,Habitants
2025,Tandjilé,750302,5.6,11.44589826895853,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.495836525349853,population,Regional Population,750302,Habitants
2025,Ouaddaï,746411,6.41,12.44548383725258,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4462657570729542,population,Regional Population,746411,Habitants
2025,Guéra,762816,6.19,12.77364579204504,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3685363308874472,population,Regional Population,762816,Habitants
2025,Batha,772713,6.19,11.280279654476615,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4307298428908009,population,Regional Population,772713,Habitants
2025,Salamat,774656,5.61,11.856861496888476,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4013998871920136,population,Regional Population,774656,Habitants
2025,Kanem,786950,6.29,11.246264357795756,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4685250092638124,population,Regional Population,786950,Habitants
2025,Barh El Gazel,760433,6.03,11.714841924090567,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.5758739627573759,population,Regional Population,760433,Habitants
2025,Lac,779308,6.46,11.80569610911093,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.5683616472876323,population,Regional Population,779308,Habitants
2025,Wadi Fira,737079,5.91,11.933376073148446,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4911151499498111,population,Regional Population,737079,Habitants
2025,Borkou,775677,5.62,12.048411034846897,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3097035471808154,population,Regional Population,775677,Habitants
2025,Ennedi,726974,5.9,12.17941005931282,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.3336352598831175,population,Regional Population,726974,Habitants
2025,Tibesti,736540,5.66,12.803680500886967,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.4684464758377077,population,Regional Population,736540,Habitants
2025,Sila,792104,6.34,12.968696480076744,500,20.0,494,80.0,5.0,15.0,48.0,49.0,3.0,0.5877833126600311,population,Regional Population,792104,Habitants
2026,National,19343647,5.7,12.0,10000,26.0,13916,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,19343647,Habitants
2026,N'Djamena,3041123,6.07,11.773703480518131,5000,85.0,759,10.0,25.0,65.0,48.0,49.0,3.0,0.3867183043487232,population,Regional Population,3041123,Habitants
2026,Logone Occidental,782830,5.58,12.661096033984627,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4108129177057102,population,Regional Population,782830,Habitants
2026,Logone Oriental,803976,6.24,11.719181252845448,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3788502263137181,population,Regional Population,803976,Habitants
2026,Mayo-Kebbi Est,777891,5.65,11.255872884951923,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.332419858245054,population,Regional Population,777891,Habitants
2026,Mayo-Kebbi Ouest,808428,5.74,11.585685866398114,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3639711325808751,population,Regional Population,808428,Habitants
2026,Chari-Baguirmi,816744,6.21,12.669962291190862,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3655941348661672,population,Regional Population,816744,Habitants
2026,Hadjer-Lamis,814932,6.45,11.626643800293191,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5077714688870276,population,Regional Population,814932,Habitants
2026,Moyen-Chari,756761,5.55,11.33469594622764,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3773067965239908,population,Regional Population,756761,Habitants
2026,Mandoul,744234,6.48,11.751230466776146,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4291699429945497,population,Regional Population,744234,Habitants
2026,Tandjilé,773524,6.44,12.742298142920204,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3714044492684592,population,Regional Population,773524,Habitants
2026,Ouaddaï,819770,5.76,12.541154706756064,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3866512032008004,population,Regional Population,819770,Habitants
2026,Guéra,790839,6.15,12.157890598288152,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4836774502325446,population,Regional Population,790839,Habitants
2026,Batha,817007,6.17,11.379055595261493,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5141262013562564,population,Regional Population,817007,Habitants
2026,Salamat,783798,6.23,12.190702608216212,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5397250893575827,population,Regional Population,783798,Habitants
2026,Kanem,746885,5.7,12.26214149694656,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.536905956807977,population,Regional Population,746885,Habitants
2026,Barh El Gazel,810245,6.39,12.35748428671527,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.3876118138197082,population,Regional Population,810245,Habitants
2026,Lac,771734,5.64,11.315472475303368,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5269360708562513,population,Regional Population,771734,Habitants
2026,Wadi Fira,769697,6.49,12.373938193086047,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4925606820440971,population,Regional Population,769697,Habitants
2026,Borkou,820883,6.36,12.86900510199948,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5020540417176431,population,Regional Population,820883,Habitants
2026,Ennedi,789703,6.12,12.471316277304048,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.4298323680579831,population,Regional Population,789703,Habitants
2026,Tibesti,805280,6.0,12.701324741727992,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5380018057148019,population,Regional Population,805280,Habitants
2026,Sila,791477,6.17,12.25552734023628,500,20.0,506,80.0,5.0,15.0,48.0,49.0,3.0,0.5047072223698311,population,Regional Population,791477,Habitants
2027,National,19923957,5.65,12.0,10000,26.5,14264,70.0,10.0,20.0,47.0,50.0,3.0,0.4,population,Total Population,19923957,Habitants
2027,N'Djamena,2879472,5.91,11.752468629025438,5000,85.0,778,10.0,25.0,65.0,48.0,49.0,3.0,0.4611602977894368,population,Regional Population,2879472,Habitants
2027,Logone Occidental,808420,6.11,11.965471825215529,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.4256907706775029,population,Regional Population,808420,Habitants
2027,Logone Oriental,779600,6.26,12.702497532075077,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.492881539805426,population,Regional Population,779600,Habitants
2027,Mayo-Kebbi Est,798014,6.23,12.402250584064252,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.3104896515322132,population,Regional Population,798014,Habitants
2027,Mayo-Kebbi Ouest,823655,6.27,12.136041453547112,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.4507140586688213,population,Regional Population,823655,Habitants
2027,Chari-Baguirmi,819140,6.24,11.073150021785732,500,20.0,519,80.0,5.0,15.0,48.0,49.0,3.0,0.3639502685135006,population,Regional Population,819140,Habitants
